eV cross_section
20.48713 0.30585222840026016
20.50681 0.30697999345014704
20.52649 0.3081070623984768
20.54617 0.30923343238611123
20.56585 0.3103591003587464
20.58553 0.3114840630632324
20.60521 0.3126083170438182
20.62489 0.31373185863853614
20.64457 0.3148546839754292
20.66425 0.3159767889688757
20.68393 0.3170981693159124
20.70361 0.31821882049255884
20.72329 0.3193387377501479
20.74297 0.32045791611170105
20.76266 0.3215763503682977
20.78234 0.3226940350754741
20.80202 0.3238109645496551
20.82170 0.3249271328646396
20.84138 0.3260425338480866
20.86106 0.3271571610780431
20.88074 0.3282710078795534
20.90042 0.3293840673212477
20.92010 0.3304963322120563
20.93978 0.3316077950979641
20.95946 0.33271844825875196
20.97914 0.3338282837048975
20.99882 0.33493729317448784
21.01850 0.3360454681302542
21.03818 0.3371527997566132
21.05786 0.33825927895686697
21.07754 0.3393648963504196
21.09722 0.34046964227018495
21.11690 0.3415735067599611
21.13658 0.34267647957205327
21.15626 0.3437785501648632
21.17594 0.34487970770071047
21.19562 0.3459799410437132
21.21530 0.3470792387577978
21.23498 0.3481775891048341
21.25467 0.349274980042966
21.27435 0.3503713992249974
21.29403 0.3514668339969623
21.31371 0.35256127139686516
21.33339 0.3536546981536019
21.35307 0.35474710068591364
21.37275 0.3558384651017125
21.39243 0.3569287771973859
21.41211 0.3580180224574586
21.43179 0.3591061860542742
21.45147 0.3601932528480122
21.47115 0.3612792073868166
21.49083 0.3623640339071481
21.51051 0.36344771633436895
21.53019 0.3645302382835269
21.54987 0.3656115830603211
21.56955 0.3666917336624135
21.58923 0.3677706727807802
21.60891 0.36884838280151744
21.62859 0.36992484580766394
21.64827 0.37100004358151595
21.66795 0.3720739576069183
21.68763 0.3731465690720664
21.70731 0.3742178588723862
21.72699 0.3752878076137835
21.74667 0.37635639561608286
21.76636 0.3774236029167944
21.78604 0.37848940927517954
21.80572 0.3795537941764572
21.82540 0.38061673683644753
21.84508 0.381678216206448
21.86476 0.38273821097834476
21.88444 0.3837966995900656
21.90412 0.38485366023130346
21.92380 0.38590907084955156
21.94348 0.38696290915641834
21.96316 0.38801515263419667
21.98284 0.38906577854280505
22.00252 0.39011476392696876
22.02220 0.39116208562368443
22.04188 0.39220772027005435
22.06156 0.39325164431131804
22.08124 0.39429383400925905
22.10092 0.3953342654507721
22.12060 0.3963729145569402
22.14028 0.3974097570921355
22.15996 0.3984447686736154
22.17964 0.39947792478127037
22.19932 0.4005092007676566
22.21900 0.4015385718684038
22.23868 0.4025660132127261
22.25837 0.40359149983435155
22.27805 0.4046150066825277
22.29773 0.40563650863347306
22.31741 0.40665598050191276
22.33709 0.4076733970529311
22.35677 0.4086887330139673
22.37645 0.40970196308716195
22.39613 0.4107130619617477
22.41581 0.41172200432681333
22.43549 0.41272876488405186
22.45517 0.41373331836087285
22.47485 0.41473563952361203
22.49453 0.41573570319085584
22.51421 0.4167334842469984
22.53389 0.4177289576558337
22.55357 0.4187220984743753
22.57325 0.41971288186667444
22.59293 0.42070128311787347
22.61261 0.42168727764817726
22.63229 0.42267084102703584
22.65197 0.4236519489872842
22.67165 0.42463057743941335
22.69133 0.4256067024857866
22.71101 0.42658030043489464
22.73069 0.4275513478156379
22.75038 0.42851982139158706
22.77006 0.42948569817511406
22.78974 0.43044895544166445
22.80942 0.4314095707437227
22.82910 0.4323675219249253
22.84878 0.4333227871339753
22.86846 0.4342753448383761
22.88814 0.43522517383819603
22.90782 0.4361722532795045
22.92750 0.43711656266786814
22.94718 0.43805808188146583
22.96686 0.4389967911840862
22.98654 0.4399326712380209
23.00622 0.4408657031165312
23.02590 0.4417958683162645
23.04558 0.4427231487693199
23.06526 0.44364752685508485
23.08494 0.4445689854117384
23.10462 0.4454875077475372
23.12430 0.44640307765170834
23.14398 0.4473156794051076
23.16366 0.44822529779046544
23.18334 0.44913191810232606
23.20302 0.4500355261565612
23.22270 0.45093610829965214
23.24238 0.45183365141741516
23.26207 0.45272814294343217
23.28175 0.4536195708671271
23.30143 0.45450792374124077
23.32111 0.45539319068907697
23.34079 0.4562753614111777
23.36047 0.45715442619170377
23.38015 0.4580303759042016
23.39983 0.4589032020170137
23.41951 0.459772896598245
23.43919 0.4606394523201638
23.45887 0.4615028624632362
23.47855 0.4623631209196416
23.49823 0.4632202221963242
23.51791 0.464074161417543
23.53759 0.4649249343269456
23.55727 0.4657725372891715
23.57695 0.46661696729097696
23.59663 0.46745822194184483
23.61631 0.46829629947415263
23.63599 0.46913119874284653
23.65567 0.4699629192246095
23.67535 0.47079146101657093
23.69503 0.4716168248345715
23.71471 0.47243901201095057
23.73439 0.4732580244918176
23.75408 0.47407386483391384
23.77376 0.4748865362011086
23.79344 0.47569604236020635
23.81312 0.4765023876766167
23.83280 0.4773055771093603
23.85248 0.4781056162058183
23.87216 0.4789025110959287
23.89184 0.47969626848610836
23.91152 0.48048689565272906
23.93120 0.4812744004351557
23.95088 0.4820587912285523
23.97056 0.4828400769762105
23.99024 0.483618267161514
24.00992 0.484393371799781
24.02960 0.48516540142944586
24.04928 0.48593436710322346
24.06896 0.48670028037887464
24.08864 0.4874631533096044
24.10832 0.48822299843433287
24.12800 0.4889798287675954
24.14768 0.48973365778933153
24.16736 0.4904844994342168
24.18704 0.4912323680810924
24.20672 0.4919772785418744
24.22640 0.49271924605053147
24.24608 0.4934582862517244
24.26577 0.4941944151893856
24.28545 0.4949276492951254
24.30513 0.495658005376414
24.32481 0.4963855006048639
24.34449 0.4971101525041737
24.36417 0.497831978938108
24.38385 0.4985509980984613
24.40353 0.4992672284927666
24.42321 0.4999806889321372
24.44289 0.5006913985190303
24.46257 0.5013993766349018
24.48225 0.5021046429279545
24.50193 0.5028072173008713
24.52161 0.5035071198984673
24.54129 0.5042043710955558
24.56097 0.504898991484678
24.58065 0.5055910018639193
24.60033 0.5062804232249071
24.62001 0.5069672767406802
24.63969 0.5076515837538735
24.65937 0.5083333657647383
24.67905 0.5090126444195153
24.69873 0.5096894414987306
24.71841 0.510363778905695
24.73809 0.5110356786551388
24.75778 0.5117051628619382
24.77746 0.5123722537300073
24.79714 0.5130369735413999
24.81682 0.5136993446454384
24.83650 0.51435938944814
24.85618 0.5150171304017525
24.87586 0.515672589994447
24.89554 0.5163257907402414
24.91522 0.5169767551691147
24.93490 0.5176255058172705
24.95458 0.5182720652176016
24.97426 0.5189164558903805
24.99394 0.5195587003341978
25.01362 0.520198821017032
25.03330 0.520836840367516
25.05298 0.5214727807665053
25.07266 0.5221066645388227
25.09234 0.5227385139451696
25.11202 0.5233683511743773
25.13170 0.5239961983356956
25.15138 0.5246220774515642
25.17106 0.5252460104502998
25.19074 0.5258680191592603
25.21042 0.5264881252981161
25.23010 0.5271063504723356
25.24978 0.5277227161669551
25.26947 0.5283372437405208
25.28915 0.528949954419258
25.30883 0.5295608692915068
25.32851 0.5301700093023145
25.34819 0.5307773952482495
25.36787 0.5313830477725301
25.38755 0.5319869873602009
25.40723 0.5325892343336905
25.42691 0.5331898088484504
25.44659 0.5337887308888689
25.46627 0.5343860202643682
25.48595 0.534981696605693
25.50563 0.5355757793614723
25.52531 0.5361682877948283
25.54499 0.5367592409803241
25.56467 0.5373486578010458
25.58435 0.5379365569458648
25.60403 0.5385229569068442
25.62371 0.5391078759769445
25.64339 0.5396913322477976
25.66307 0.5402733436076298
25.68275 0.5408539277395258
25.70243 0.5414331021196291
25.72211 0.5420108840157285
25.74179 0.5425872904857337
25.76148 0.5431623383766845
25.78116 0.5437360443234434
25.80084 0.5443084247479894
25.82052 0.5448794958584866
25.84020 0.5454492736487592
25.85988 0.5460177738977309
25.87956 0.5465850121690506
25.89924 0.5471510038108799
25.91892 0.5477157639557542
25.93860 0.5482793075205914
25.95828 0.5488416492067894
25.97796 0.549402803500443
25.99764 0.5499627846727354
26.01732 0.5505216067802836
26.03700 0.5510792836657206
26.05668 0.55163582895838
26.07636 0.5521912560748987
26.09604 0.5527455782201607
26.11572 0.5532988083880919
26.13540 0.5538509593627438
26.15508 0.5544020437192411
26.17476 0.5549520738250295
26.19444 0.5555010618410232
26.21412 0.5560490197228812
26.23380 0.5565959592223912
26.25349 0.557141891888832
26.27317 0.5576868290704813
26.29285 0.5582307819160871
26.31253 0.5587737613765077
26.33221 0.5593157782063117
26.35189 0.5598568429654258
26.37157 0.560396966020893
26.39125 0.560936157548618
26.41093 0.561474427535181
26.43061 0.562011785779668
26.45029 0.5625482418955392
26.46997 0.5630838053125778
26.48965 0.5636184852787711
26.50933 0.5641522908622848
26.52901 0.5646852309535211
26.54869 0.565217314267036
26.56837 0.5657485493436389
26.58805 0.5662789445524219
26.60773 0.5668085080928424
26.62741 0.5673372479968001
26.64709 0.5678651721307378
26.66677 0.5683922881977805
26.68645 0.5689186037398036
26.70613 0.5694441261396171
26.72581 0.569968862623067
26.74549 0.5704928202611825
26.76518 0.571016005972351
26.78486 0.571538426524425
26.80454 0.5720600885368752
26.82422 0.5725809984830038
26.84390 0.5731011626919825
26.86358 0.5736205873510712
26.88326 0.5741392785077694
26.90294 0.5746572420718604
26.92262 0.5751744838176349
26.94230 0.5756910093859754
26.96198 0.5762068242864431
26.98166 0.5767219338994137
27.00134 0.5772363434781655
27.02102 0.577750058150924
27.04070 0.578263082922999
27.06038 0.5787754226787671
27.08006 0.5792870821837708
27.09974 0.5797980660867191
27.11942 0.5803083789214877
27.13910 0.5808180251091827
27.15878 0.5813270089600405
27.17846 0.5818353346754512
27.19814 0.5823430063498894
27.21782 0.5828500279728361
27.23750 0.5833564034307348
27.25719 0.5838621365088327
27.27687 0.5843672308930857
27.29655 0.5848716901720351
27.31623 0.5853755178386162
27.33591 0.5858787172919807
27.35559 0.5863812918393239
27.37527 0.586883244697642
27.39495 0.587384578995496
27.41463 0.5878852977747413
27.43431 0.5883854039922685
27.45399 0.5888849005217007
27.47367 0.5893837901550202
27.49335 0.5898820756043153
27.51303 0.5903797595032987
27.53271 0.5908768444090342
27.55239 0.5913733328034504
27.57207 0.5918692270949346
27.59175 0.5923645296199088
27.61143 0.5928592426443013
27.63111 0.5933533683650901
27.65079 0.5938469089117786
27.67047 0.5943398663478666
27.69015 0.5948322426722917
27.70983 0.5953240398208044
27.72951 0.5958152596674412
27.74919 0.5963059040258373
27.76888 0.5967959746506175
27.78856 0.5972854732387423
27.80824 0.5977744014307625
27.82792 0.5982627608121959
27.84760 0.5987505529147266
27.86728 0.5992377792175057
27.88696 0.5997244411483587
27.90664 0.6002105400850053
27.92632 0.6006960773562371
27.94600 0.6011810542431214
27.96568 0.6016654719801178
27.98536 0.6021493317562371
28.00504 0.6026326347161316
28.02472 0.6031153819611964
28.04440 0.6035975745506553
28.06408 0.6040792135025987
28.08376 0.6045602997950211
28.10344 0.6050408343668611
28.12312 0.6055208181189774
28.14280 0.6060002519151263
28.16248 0.6064791365829569
28.18216 0.6069574729149133
28.20184 0.6074352616692167
28.22152 0.607912503570709
28.24120 0.6083891993118078
28.26089 0.6088653495533491
28.28057 0.6093409549254579
28.30025 0.6098160160283868
28.31993 0.6102905334333534
28.33961 0.6107645076833378
28.35929 0.6112379392938955
28.37897 0.6117108287539091
28.39865 0.612183176526388
28.41833 0.612654983049194
28.43801 0.6131262487357704
28.45769 0.6135969739759022
28.47737 0.614067159136355
28.49705 0.6145368045616271
28.51673 0.6150059105745932
28.53641 0.6154744774771668
28.55609 0.6159425055509681
28.57577 0.6164099950579495
28.59545 0.6168769462410033
28.61513 0.6173433593245966
28.63481 0.6178092345153484
28.65449 0.6182745720026183
28.67417 0.618739371959074
28.69385 0.6192036345412704
28.71353 0.6196673598901616
28.73321 0.620130548131668
28.75290 0.6205931993771729
28.77258 0.6210553137240578
28.79226 0.621516891256187
28.81194 0.6219779320443972
28.83162 0.6224384361469931
28.85130 0.6228984036102005
28.87098 0.6233578344686092
28.89066 0.623816728745647
28.91034 0.6242750864540189
28.93002 0.6247329075960936
28.94970 0.6251901921643738
28.96938 0.6256469401418575
28.98906 0.6261031515024688
29.00874 0.6265588262114224
29.02842 0.6270139642256193
29.04810 0.6274685654940143
29.06778 0.6279226299579751
29.08746 0.6283761575516317
29.10714 0.6288291482022287
29.12682 0.6292816018304541
29.14650 0.6297335183507712
29.16618 0.6301848976717528
29.18586 0.630635739696368
29.20554 0.6310860443222966
29.22522 0.6315358114422396
29.24490 0.6319850409441893
29.26459 0.6324337327117319
29.28427 0.6328818866242997
29.30395 0.6333295025574661
29.32363 0.6337765803831791
29.34331 0.6342231199700444
29.36299 0.6346691211835489
29.38267 0.6351145838863175
29.40235 0.6355595079383649
29.42203 0.6360038931972712
29.44171 0.6364477395184727
29.46139 0.6368910467554197
29.48107 0.6373338147598379
29.50075 0.6377760433819009
29.52043 0.6382177324704489
29.54011 0.6386588818731749
29.55979 0.6390994914368121
29.57947 0.6395395610073289
29.59915 0.6399790904300988
29.61883 0.640418079550092
29.63851 0.6408565282120114
29.65819 0.6412944362604909
29.67787 0.6417318035402462
29.69755 0.6421686298962106
29.71723 0.6426049151737153
29.73691 0.64304065921862
29.75660 0.6434758618774532
29.77628 0.6439105229975612
29.79596 0.6443446424272254
29.81564 0.6447782200158186
29.83532 0.6452112556138907
29.85500 0.645643749073341
29.87468 0.6460757002474862
29.89436 0.6465071089912169
29.91404 0.6469379751610815
29.93372 0.6473682986154005
29.95340 0.6477980792143789
29.97308 0.6482273168202014
29.99276 0.6486560112971133
30.01244 0.6490841625115513
30.03212 0.649511770332206
30.05180 0.649938834630102
30.07148 0.6503653552787165
30.09116 0.6507913321540366
30.11084 0.6512167651346432
30.13052 0.6516416541017781
30.15020 0.6520659989394479
30.16988 0.6524897995344561
30.18956 0.6529130557764956
30.20924 0.6533357675582171
30.22892 0.6537579347752653
30.24860 0.6541795573263658
30.26829 0.6546006351133848
30.28797 0.6550211680413569
30.30765 0.655441156018575
30.32733 0.6558605989566079
30.34701 0.6562794967703746
30.36669 0.6566978493781921
30.38637 0.6571156567017851
30.40605 0.6575329186663801
30.42573 0.657949635200708
30.44541 0.6583658062370666
30.46509 0.6587814317113345
30.48477 0.6591965115630368
30.50445 0.6596110457353471
30.52413 0.6600250341751508
30.54381 0.6604384768330511
30.56349 0.6608513736634029
30.58317 0.6612637246243547
30.60285 0.6616755296778529
30.62253 0.6620867887896832
30.64221 0.6624975019294881
30.66189 0.662907669070773
30.68157 0.6633172901909516
30.70125 0.6637263652713501
30.72093 0.6641348942972227
30.74061 0.6645428772577799
30.76030 0.6649503141461772
30.77998 0.6653572049595468
30.79966 0.665763549699031
30.81934 0.6661693483697437
30.83902 0.6665746009808162
30.85870 0.6669793075454018
30.87838 0.6673834680806617
30.89806 0.6677870826078074
30.91774 0.6681901511520696
30.93742 0.6685926737427225
30.95710 0.6689946504130929
30.97678 0.6693960812005424
30.99646 0.6697969661464878
31.01614 0.6701973052963923
31.03582 0.6705970986997702
31.05550 0.6709963464101767
31.07518 0.6713950484852261
31.09486 0.6717932049865573
31.11454 0.6721908159798692
31.13422 0.6725878815348916
31.15390 0.6729844017253711
31.17358 0.673380376629104
31.19326 0.6737758063278901
31.21294 0.6741706909075514
31.23262 0.6745650304579095
31.25231 0.6749588250727914
31.27199 0.6753520748500098
31.29167 0.6757447798913523
31.31135 0.6761369403025894
31.33103 0.6765285561934417
31.35071 0.6769196276775797
31.37039 0.677310154872624
31.39007 0.6777001379001087
31.40975 0.6780895768854829
31.42943 0.6784784719581118
31.44911 0.678866823251225
31.46879 0.6792546309019435
31.48847 0.67964189505125
31.50815 0.6800286158439626
31.52783 0.6804147934287392
31.54751 0.6808004279580501
31.56719 0.6811855195881651
31.58687 0.681570068479144
31.60655 0.681954074794807
31.62623 0.6823375387027378
31.64591 0.6827204603742416
31.66559 0.6831028399843487
31.68527 0.6834846777117891
31.70495 0.6838659737389755
31.72463 0.6842467282519872
31.74431 0.6846269414405426
31.76400 0.6850066134979955
31.78368 0.685385744621307
31.80336 0.6857643350110257
31.82304 0.686142384871273
31.84272 0.6865198944097224
31.86240 0.6868968638375796
31.88208 0.6872732933695614
31.90176 0.6876491832238792
31.92144 0.688024533622213
31.94112 0.6883993447896969
31.96080 0.6887736169548994
31.98048 0.6891473503497964
32.00016 0.6895205452097556
32.01984 0.689893201773516
32.03952 0.6902653202831646
32.05920 0.6906369009841089
32.07888 0.6910079441250758
32.09856 0.6913784499580667
32.11824 0.6917484187383564
32.13792 0.6921178507244492
32.15760 0.6924867461780849
32.17728 0.6928551053641927
32.19696 0.693222928550888
32.21664 0.6935902160094315
32.23632 0.693956968014225
32.25601 0.6943231848427837
32.27569 0.6946888667757124
32.29537 0.6950540140966787
32.31505 0.6954186270924055
32.33473 0.6957827060526378
32.35441 0.6961462512701184
32.37409 0.6965092630405797
32.39377 0.6968717416627038
32.41345 0.6972336874381153
32.43313 0.6975951006713496
32.45281 0.6979559816698373
32.47249 0.6983163307438791
32.49217 0.6986761482066239
32.51185 0.6990354343740467
32.53153 0.6993941895649209
32.55121 0.6997524141008149
32.57089 0.7001101083060441
32.59057 0.7004672725076734
32.61025 0.7008239070354751
32.62993 0.7011800122219141
32.64961 0.7015355884021409
32.66929 0.7018906359139429
32.68897 0.7022451550977412
32.70865 0.7025991462965614
32.72833 0.7029526098560228
32.74801 0.7033055461242911
32.76770 0.7036579554520913
32.78738 0.7040098381926565
32.80706 0.7043611947017248
32.82674 0.7047120253375078
32.84642 0.7050623304606676
32.86610 0.7054121104343152
32.88578 0.7057613656239545
32.90546 0.7061100963974994
32.92514 0.7064583031252213
32.94482 0.7068059861797436
32.96450 0.707153145936021
32.98418 0.7074997827713108
33.00386 0.7078458970651554
33.02354 0.7081914891993681
33.04322 0.7085365595579992
33.06290 0.7088811085273302
33.08258 0.7092251364958431
33.10226 0.709568643854191
33.12194 0.7099116309952036
33.14162 0.710254098313842
33.16130 0.7105960462072008
33.18098 0.7109374750744546
33.20066 0.7112783853168856
33.22034 0.7116187773378106
33.24002 0.7119586515426033
33.25971 0.7122980083386492
33.27939 0.7126368481353437
33.29907 0.7129751713440534
33.31875 0.713312978378113
33.33843 0.7136502696527967
33.35811 0.7139870455852991
33.37779 0.7143233065947263
33.39747 0.7146590531020565
33.41715 0.7149942855301457
33.43683 0.7153290043036802
33.45651 0.7156632098491845
33.47619 0.7159969025949918
33.49587 0.7163300829712149
33.51555 0.7166627514097489
33.53523 0.7169949083442232
33.55491 0.7173265542100218
33.57459 0.7176576894442315
33.59427 0.7179883144856356
33.61395 0.7183184297746967
33.63363 0.7186480357535437
33.65331 0.7189771328659388
33.67299 0.7193057215572729
33.69267 0.7196338022745515
33.71235 0.7199613754663517
33.73203 0.7202884415828413
33.75172 0.7206150010757245
33.77140 0.7209410543982514
33.79108 0.7212666020051932
33.81076 0.7215916443528236
33.83044 0.721916181898893
33.85012 0.7222402151026236
33.86980 0.7225637444246985
33.88948 0.7228867703272173
33.90916 0.7232092932737174
33.92884 0.7235313137291169
33.94852 0.7238528321597373
33.96820 0.7241738490332585
33.98788 0.7244943648187125
34.00756 0.7248143799864704
34.02724 0.7251338950082201
34.04692 0.7254529103569584
34.06660 0.7257714265069675
34.08628 0.726089443933798
34.10596 0.7264069631142687
34.12564 0.7267239845264214
34.14532 0.7270405086495448
34.16500 0.727356535964119
34.18468 0.7276720669518325
34.20436 0.7279871020955512
34.22404 0.7283016418792945
34.24372 0.728615686788251
34.26341 0.7289292373087297
34.28309 0.7292422939281668
34.30277 0.7295548571351033
34.32245 0.7298669274191677
34.34213 0.7301785052710721
34.36181 0.7304895911825833
34.38149 0.7308001856465239
34.40117 0.7311102891567438
34.42085 0.7314199022081183
34.44053 0.7317290252965236
34.46021 0.7320376589188334
34.47989 0.7323458035728962
34.49957 0.7326534597575269
34.51925 0.7329606279724897
34.53893 0.7332673087184864
34.55861 0.7335735024971504
34.57829 0.7338792098110116
34.59797 0.7341844311635124
34.61765 0.7344891670589735
34.63733 0.7347934180025834
34.65701 0.735097184500397
34.67669 0.7354004670593088
34.69637 0.7357032661870538
34.71605 0.736005582392177
34.73573 0.7363074161840417
34.75542 0.7366087680728018
34.77510 0.7369096385693976
34.79478 0.7372100281855354
34.81446 0.7375099374336822
34.83414 0.7378093668270569
34.85382 0.7381083168796025
34.87350 0.7384067881059945
34.89318 0.7387047810216184
34.91286 0.7390022961425516
34.93254 0.7392993339855669
34.95222 0.739595895068109
34.97190 0.7398919799082887
34.99158 0.7401875890248685
35.01126 0.740482722937257
35.03094 0.7407773821654863
35.05062 0.7410715672302142
35.07030 0.7413652786527033
35.08998 0.741658516954815
35.10966 0.7419512826589982
35.12934 0.742243576288277
35.14902 0.7425353983662398
35.16870 0.7428267494170306
35.18838 0.7431176299653351
35.20806 0.7434080405363751
35.22774 0.7436979816558971
35.24742 0.7439874538501533
35.26711 0.7442764576459034
35.28679 0.744564993570402
35.30647 0.7448530621513798
35.32615 0.7451406639170443
35.34583 0.745427799396066
35.36551 0.7457144691175613
35.38519 0.7460006736110986
35.40487 0.7462864134066718
35.42455 0.7465716890347028
35.44423 0.7468565010260261
35.46391 0.7471408499118813
35.48359 0.7474247362239012
35.50327 0.7477081604941082
35.52295 0.7479911232548969
35.54263 0.7482736250390343
35.56231 0.7485556663796402
35.58199 0.748837247810189
35.60167 0.749118369864489
35.62135 0.7493990330766905
35.64103 0.749679237981257
35.66071 0.7499589851129691
35.68039 0.7502382750069158
35.70007 0.7505171081984758
35.71975 0.7507954852233265
35.73943 0.7510734066174163
