8
z(m)    R(m)    I(A)
3.0    5.905    1.994e4
-3.0    5.905    1.994e4
0.0    2.905    2.11e4
0.0    8.905    2.01e4
2.1213203435596424    7.976320343559642    -2e4
-2.1213203435596424    7.976320343559642    -2e4
2.1213203435596424    3.8336796564403572    -2e4
-2.1213203435596424    3.8336796564403572    -2e4
